msn,location,daily_consumption_load,energy_supplied,energy_billed,technical_loss_kwh,loss_ratio,timestamp
3F42A75F,Mumbai,218.28,236.54,218.39,18.150000000000002,0.07898850654598621,2023-03-25
7F6ACD62,Delhi,255.22,275.95,254.9,21.05,0.07770286597830495,2023-03-25
ACE43B7D,Chennai,225.24,242.38,224.65,17.730000000000004,0.07386647709542454,2023-03-25
ACE43B7D,Chennai,235.8,254.39,236.16,18.229999999999997,0.06988864054181268,2023-03-26
7F6ACD62,Delhi,230.31,252.05,231.56,20.49,0.07861527800577837,2023-03-26
3F42A75F,Mumbai,239.09,256.14,238.59,17.55,0.06616543165570711,2023-03-26
344684B5,Kolkata,230.73,247.32,230.43,16.89,0.06856707418708179,2023-03-26
0653DAA9,Bengaluru,257.71,275.67,256.61,19.06,0.06900598671242152,2023-03-26
0653DAA9,Bengaluru,262.84,284.95,262.34,22.61,0.07721235962135413,2023-03-27
344684B5,Kolkata,215.05,232.02,215.7,16.32,0.07060948697017634,2023-03-27
3F42A75F,Mumbai,230.42,251.41,230.54,20.869999999999997,0.08106324000945904,2023-03-27
7F6ACD62,Delhi,263.61,286.24,264.05,22.19,0.07692196528542876,2023-03-27
ACE43B7D,Chennai,245.58,264.3,245.37,18.93,0.07250719680790506,2023-03-27
7F6ACD62,Delhi,258.9,279.16,258.63,20.529999999999998,0.07531038449814255,2023-03-28
3F42A75F,Mumbai,255.26,274.13,255.57999999999998,18.550000000000004,0.06855801741815347,2023-03-28
ACE43B7D,Chennai,248.1,265.87,246.42,19.45,0.07036339115411784,2023-03-28
0653DAA9,Bengaluru,256.61,276.08,256.01,20.07,0.07555451019234347,2023-03-28
344684B5,Kolkata,243.28,261.03,242.8,18.229999999999997,0.07118561172652997,2023-03-28
0653DAA9,Bengaluru,259.02,279.85,258.28000000000003,21.57,0.0779612130417847,2023-03-29
344684B5,Kolkata,271.87,292.8,270.63,22.17,0.07462624994562543,2023-03-29
3F42A75F,Mumbai,256.55,277.99,256.4,21.59,0.0798397332249426,2023-03-29
7F6ACD62,Delhi,248.61,266.95,248.7,18.249999999999996,0.06871543942230154,2023-03-29
ACE43B7D,Chennai,269.62,292.46,269.0,23.46,0.07992328747859247,2023-03-29
7F6ACD62,Delhi,259.41,280.98,258.94,22.040000000000003,0.0774544807468109,2023-03-30
3F42A75F,Mumbai,231.43,251.14000000000001,232.14000000000001,19.0,0.07953212539951464,2023-03-30
ACE43B7D,Chennai,273.57,294.55,273.9,20.649999999999995,0.06733600742500613,2023-03-30
0653DAA9,Bengaluru,235.47,257.51,236.48,21.03,0.07839343139196299,2023-03-30
344684B5,Kolkata,252.68,271.64,252.82,18.82,0.06712334043024816,2023-03-30
0653DAA9,Bengaluru,261.7,286.3,262.66,23.640000000000004,0.08321757001170504,2023-03-31
344684B5,Kolkata,248.3,270.65,247.8,22.849999999999994,0.08175098638282613,2023-03-31
3F42A75F,Mumbai,261.88,282.57,260.6,21.970000000000002,0.07871990005064185,2023-03-31
7F6ACD62,Delhi,267.51,291.03,267.26,23.770000000000003,0.08059366815239515,2023-03-31
ACE43B7D,Chennai,236.96,255.04,237.51,17.53,0.07048184523809888,2023-03-31
0653DAA9,Bengaluru,264.09,283.48,263.34,20.14,0.07255866204512003,2023-04-01
344684B5,Kolkata,231.23,248.27,230.68,17.59,0.06834469314540004,2023-04-01
3F42A75F,Mumbai,233.99,254.07999999999998,234.05,20.029999999999998,0.07551087004514702,2023-04-01
7F6ACD62,Delhi,257.77,277.11,258.24,18.87,0.06724921715056306,2023-04-01
ACE43B7D,Chennai,251.91,271.11,251.46,19.65,0.07271448939956422,2023-04-01
ACE43B7D,Chennai,259.86,280.62,259.34,21.279999999999998,0.07504592077146624,2023-04-02
3F42A75F,Mumbai,240.31,261.74,241.49,20.249999999999996,0.07296152816901835,2023-04-02
7F6ACD62,Delhi,232.47,250.75,232.21,18.54,0.07285546875646116,2023-04-02
0653DAA9,Bengaluru,240.82,258.93,241.08,17.85,0.06925923065965159,2023-04-02
344684B5,Kolkata,239.72,258.57,240.45,18.119999999999997,0.07223288355069786,2023-04-02
0653DAA9,Bengaluru,268.65,288.11,268.56,19.550000000000004,0.06772421574764521,2023-04-03
344684B5,Kolkata,220.06,238.78,220.81,17.97,0.07656051883357771,2023-04-03
3F42A75F,Mumbai,264.55,285.78,264.02,21.76,0.07611204215807284,2023-04-03
7F6ACD62,Delhi,222.72,240.87,222.99,17.880000000000003,0.07469469711971934,2023-04-03
ACE43B7D,Chennai,255.55,276.84,256.59,20.25,0.07107662546567144,2023-04-03
ACE43B7D,Chennai,269.76,288.45,268.3,20.15,0.06917705054443943,2023-04-04
7F6ACD62,Delhi,239.39000000000001,258.97,238.66,20.31,0.07507545686408598,2023-04-04
3F42A75F,Mumbai,233.07,253.61,233.82,19.79,0.07794975555665073,2023-04-04
344684B5,Kolkata,257.19,276.94,256.64,20.299999999999994,0.07345883365090461,2023-04-04
0653DAA9,Bengaluru,238.14000000000001,256.56,238.56,18.0,0.07147703409978919,2023-04-04
0653DAA9,Bengaluru,258.61,278.81,258.3,20.51,0.07553326677392325,2023-04-05
344684B5,Kolkata,231.83,253.07,232.45,20.619999999999997,0.07712367387201997,2023-04-05
3F42A75F,Mumbai,218.32,234.77,217.53,17.240000000000002,0.07039623822293559,2023-04-05
7F6ACD62,Delhi,242.65,260.82,241.61,19.209999999999997,0.07526263247480955,2023-04-05
ACE43B7D,Chennai,237.63,257.65,237.94,19.709999999999997,0.08033102685742548,2023-04-05
ACE43B7D,Chennai,234.93,253.43,235.82999999999998,17.600000000000005,0.0717268891544444,2023-04-06
7F6ACD62,Delhi,254.71,276.14,255.15,20.99,0.07918487477347481,2023-04-06
3F42A75F,Mumbai,226.61,245.24,227.01,18.23,0.0737219358090616,2023-04-06
344684B5,Kolkata,256.86,280.09,256.99,23.1,0.08022136277096963,2023-04-06
0653DAA9,Bengaluru,245.84,266.66,246.13,20.53,0.07890743935487161,2023-04-06
0653DAA9,Bengaluru,249.66,268.86,249.77,19.09,0.07083092053435368,2023-04-07
344684B5,Kolkata,259.5,281.94,259.06,22.88,0.08255903741283105,2023-04-07
3F42A75F,Mumbai,252.19,272.4,251.34,21.060000000000002,0.07749914573225729,2023-04-07
7F6ACD62,Delhi,248.12,266.13,247.36,18.77,0.07251863724443673,2023-04-07
ACE43B7D,Chennai,243.29,264.91,244.67,20.240000000000002,0.07703562257999765,2023-04-07
ACE43B7D,Chennai,248.85,269.32,249.49,19.83,0.0717522082226051,2023-04-08
7F6ACD62,Delhi,233.78,254.0,233.99,20.009999999999998,0.07924520069913692,2023-04-08
3F42A75F,Mumbai,252.93,274.7,253.2,21.5,0.07937926431795526,2023-04-08
344684B5,Kolkata,244.86,264.21,244.76,19.450000000000003,0.07681243740860917,2023-04-08
0653DAA9,Bengaluru,238.11,255.81,237.13,18.68,0.07472110470977267,2023-04-08
0653DAA9,Bengaluru,222.37,238.87,222.75,16.119999999999997,0.07073532874019704,2023-04-09
344684B5,Kolkata,235.18,254.08,235.04,19.04,0.07372481085407821,2023-04-09
3F42A75F,Mumbai,247.73,268.79,248.42,20.37,0.07813983447779872,2023-04-09
7F6ACD62,Delhi,246.12,263.58,245.89,17.690000000000005,0.06570108872451279,2023-04-09
ACE43B7D,Chennai,239.4,256.89,239.6,17.290000000000003,0.06833201146274255,2023-04-09
7F6ACD62,Delhi,238.51,256.24,238.28,17.959999999999997,0.07141461197539332,2023-04-10
3F42A75F,Mumbai,248.95,270.34,249.85999999999999,20.480000000000004,0.07718752048483389,2023-04-10
ACE43B7D,Chennai,238.55,258.18,237.29,20.89,0.0803367520195828,2023-04-10
0653DAA9,Bengaluru,238.17,257.58,237.73,19.85,0.0777391924024645,2023-04-10
344684B5,Kolkata,238.89,257.34,238.76,18.58,0.07565414402850563,2023-04-10
0653DAA9,Bengaluru,243.57,264.11,243.16,20.950000000000003,0.08314603266412106,2023-04-11
344684B5,Kolkata,237.78,257.88,238.5,19.38,0.07464165213268685,2023-04-11
3F42A75F,Mumbai,254.93,276.79,256.38,20.409999999999997,0.07281586905787213,2023-04-11
7F6ACD62,Delhi,256.65,276.49,256.24,20.249999999999996,0.07278112076982489,2023-04-11
ACE43B7D,Chennai,260.59,279.8,259.06,20.740000000000002,0.07498162925037342,2023-04-11
ACE43B7D,Chennai,259.16,279.83,260.02,19.81,0.07249168859180181,2023-04-12
7F6ACD62,Delhi,246.51,265.03,246.89,18.14,0.06894957745777221,2023-04-12
3F42A75F,Mumbai,254.68,275.96,255.16,20.800000000000004,0.07845039244270004,2023-04-12
344684B5,Kolkata,234.64000000000001,251.9,234.82,17.08,0.0683232920139689,2023-04-12
0653DAA9,Bengaluru,237.07999999999998,257.3,237.48,19.82,0.07607618952321023,2023-04-12
0653DAA9,Bengaluru,239.55,256.91,239.11,17.799999999999997,0.07164155580705515,2023-04-13
344684B5,Kolkata,234.92,256.57,236.25,20.32,0.07551970441646755,2023-04-13
3F42A75F,Mumbai,254.85999999999999,272.33,254.07,18.259999999999994,0.06825601850070394,2023-04-13
7F6ACD62,Delhi,255.73,273.28,254.91,18.369999999999997,0.06564326954076682,2023-04-13
ACE43B7D,Chennai,238.43,262.49,239.24,23.250000000000004,0.08539382677621189,2023-04-13
7F6ACD62,Delhi,262.28,287.91,263.94,23.970000000000002,0.0826489528045976,2023-04-14
3F42A75F,Mumbai,256.69,277.85,255.09,22.76,0.08066742027560973,2023-04-14
ACE43B7D,Chennai,251.4,267.88,250.89,16.990000000000002,0.06519403850299887,2023-04-14
0653DAA9,Bengaluru,213.49,233.11,213.65,19.460000000000004,0.08068428862019407,2023-04-14
344684B5,Kolkata,252.88,271.39,251.08,20.31,0.0713019947109078,2023-04-14
0653DAA9,Bengaluru,247.53,267.31,247.09,20.22,0.07698280543860041,2023-04-15
344684B5,Kolkata,238.55,259.16,239.12,20.04,0.07847919909274718,2023-04-15
3F42A75F,Mumbai,222.6,239.44,221.94,17.499999999999996,0.07338905422315574,2023-04-15
7F6ACD62,Delhi,268.34000000000003,289.35,268.15,21.2,0.07737753743331034,2023-04-15
ACE43B7D,Chennai,255.25,272.07,255.09,16.980000000000004,0.06316862372434975,2023-04-15
7F6ACD62,Delhi,240.49,260.52,239.61,20.91,0.07981229021092252,2023-04-16
3F42A75F,Mumbai,236.06,254.8,236.46,18.34,0.07236698319069607,2023-04-16
ACE43B7D,Chennai,245.91,263.58,244.7,18.88,0.0708823775110446,2023-04-16
0653DAA9,Bengaluru,225.52,245.51,226.78,18.73,0.07588805165525438,2023-04-16
344684B5,Kolkata,247.63,268.64,247.5,21.14,0.07909554613473695,2023-04-16
0653DAA9,Bengaluru,250.79,269.93,250.95,18.979999999999997,0.07340863012383733,2023-04-17
344684B5,Kolkata,252.95,272.14,254.02,18.12,0.0654080244509132,2023-04-17
3F42A75F,Mumbai,232.64,250.16,233.05,17.109999999999996,0.07004066699461413,2023-04-17
7F6ACD62,Delhi,247.92,265.94,246.93,19.009999999999998,0.07231084945264814,2023-04-17
ACE43B7D,Chennai,227.47,245.65,228.0,17.65,0.07094763023898705,2023-04-17
0653DAA9,Bengaluru,267.88,291.09,268.81,22.280000000000005,0.07347504776120688,2023-04-18
344684B5,Kolkata,241.81,261.56,242.07999999999998,19.480000000000004,0.07692938331478695,2023-04-18
3F42A75F,Mumbai,245.53,266.07,245.62,20.45,0.07418283386684722,2023-04-18
7F6ACD62,Delhi,236.07,254.55,235.15,19.4,0.07590548563107617,2023-04-18
ACE43B7D,Chennai,243.4,261.0,243.07,17.930000000000003,0.06766000787035048,2023-04-18
ACE43B7D,Chennai,233.46,252.17,232.55,19.619999999999997,0.07572134272467641,2023-04-19
7F6ACD62,Delhi,219.53,237.46,219.07,18.39,0.07560618739099663,2023-04-19
3F42A75F,Mumbai,247.14000000000001,268.05,246.74,21.309999999999995,0.07742536946633147,2023-04-19
344684B5,Kolkata,266.62,288.31,265.42,22.889999999999997,0.07956931566828171,2023-04-19
0653DAA9,Bengaluru,240.46,259.24,240.76,18.48,0.0716418885378597,2023-04-19
0653DAA9,Bengaluru,237.97,258.46,238.75,19.71,0.0765629582091989,2023-04-20
344684B5,Kolkata,242.83,260.28,243.22,17.06,0.06947799679077314,2023-04-20
3F42A75F,Mumbai,219.81,240.52,221.24,19.279999999999998,0.07781144133882222,2023-04-20
7F6ACD62,Delhi,236.3,250.38,234.82,15.560000000000002,0.062400143711974686,2023-04-20
ACE43B7D,Chennai,252.17,269.52,252.18,17.34,0.06822311020939388,2023-04-20
ACE43B7D,Chennai,240.62,261.81,241.24,20.569999999999997,0.07791043854596859,2023-04-21
7F6ACD62,Delhi,238.94,257.83,238.07,19.759999999999998,0.0738589569213749,2023-04-21
3F42A75F,Mumbai,242.7,261.11,243.09,18.020000000000003,0.07164355306332561,2023-04-21
344684B5,Kolkata,234.91,255.54,235.35,20.189999999999998,0.081835733209228,2023-04-21
0653DAA9,Bengaluru,229.63,247.17,229.62,17.55,0.07054846258287771,2023-04-21
0653DAA9,Bengaluru,236.69,253.97,235.94,18.03,0.07235758562568989,2023-04-22
344684B5,Kolkata,245.91,264.28,245.64,18.639999999999997,0.07186501883284438,2023-04-22
3F42A75F,Mumbai,246.68,265.78,246.18,19.6,0.07602191124619247,2023-04-22
7F6ACD62,Delhi,260.61,282.69,259.17,23.520000000000003,0.08299965631860108,2023-04-22
ACE43B7D,Chennai,257.7,277.42,257.85,19.569999999999997,0.0718521505620605,2023-04-22
ACE43B7D,Chennai,256.0,275.95,255.91,20.04,0.07389511371725357,2023-04-23
7F6ACD62,Delhi,243.25,261.13,243.08,18.049999999999997,0.07148930095375035,2023-04-23
3F42A75F,Mumbai,228.11,244.86,227.92,16.94,0.0720383977561034,2023-04-23
344684B5,Kolkata,257.17,276.49,257.1,19.39,0.07036545581996283,2023-04-23
0653DAA9,Bengaluru,255.82,278.18,255.95,22.230000000000004,0.08127970614514228,2023-04-23
0653DAA9,Bengaluru,257.36,278.0,256.33,21.669999999999998,0.07629772738668651,2023-04-24
344684B5,Kolkata,243.95,262.78,244.02,18.76,0.07117351229604689,2023-04-24
3F42A75F,Mumbai,237.65,256.35,237.84,18.51,0.07163018072447462,2023-04-24
7F6ACD62,Delhi,241.43,261.87,242.03,19.840000000000003,0.07445367680152158,2023-04-24
ACE43B7D,Chennai,238.94,257.36,239.64,17.720000000000002,0.0704221505451305,2023-04-24
ACE43B7D,Chennai,244.89000000000001,263.25,243.98,19.27,0.07166449285082212,2023-04-25
7F6ACD62,Delhi,237.14,257.25,238.06,19.19,0.0735920768771319,2023-04-25
3F42A75F,Mumbai,238.75,256.61,238.85,17.76,0.07183882986577612,2023-04-25
344684B5,Kolkata,247.0,268.33,247.93,20.400000000000002,0.07542587907644939,2023-04-25
0653DAA9,Bengaluru,248.37,268.17,248.85999999999999,19.31,0.06952071873741769,2023-04-25
0653DAA9,Bengaluru,230.9,251.57999999999998,232.21,19.369999999999997,0.07485850562598331,2023-04-26
344684B5,Kolkata,232.38,251.52,233.28,18.239999999999995,0.074584911605772,2023-04-26
3F42A75F,Mumbai,244.84,265.44,244.08,21.36,0.07901336034265201,2023-04-26
7F6ACD62,Delhi,242.7,264.35,243.3,21.05,0.07921591697279352,2023-04-26
ACE43B7D,Chennai,230.96,247.01,229.24,17.77,0.07055495823252016,2023-04-26
7F6ACD62,Delhi,255.57999999999998,276.04,254.19,21.85,0.07871094475997083,2023-04-27
3F42A75F,Mumbai,242.06,261.79,241.39,20.4,0.07395689061647504,2023-04-27
ACE43B7D,Chennai,265.25,290.05,264.91,25.14,0.0853778467305547,2023-04-27
0653DAA9,Bengaluru,252.29,274.7,252.82,21.879999999999995,0.07912436179645842,2023-04-27
344684B5,Kolkata,236.53,256.74,236.82,19.919999999999998,0.07502743927784165,2023-04-27
0653DAA9,Bengaluru,253.43,269.49,252.06,17.430000000000003,0.06720875781737952,2023-04-28
344684B5,Kolkata,236.32999999999998,256.5,236.65,19.85,0.07652006738075474,2023-04-28
3F42A75F,Mumbai,253.07,276.59,254.06,22.529999999999998,0.08218277018227309,2023-04-28
7F6ACD62,Delhi,225.72,245.5,226.62,18.880000000000003,0.07415162873820114,2023-04-28
ACE43B7D,Chennai,238.74,261.06,240.21,20.849999999999994,0.07769245808540372,2023-04-28
ACE43B7D,Chennai,233.1,252.64,233.76,18.879999999999995,0.0751459271845805,2023-04-29
7F6ACD62,Delhi,244.21,261.59,243.59,18.0,0.06865854917024236,2023-04-29
3F42A75F,Mumbai,239.27,259.51,240.99,18.52,0.07123378599542322,2023-04-29
344684B5,Kolkata,263.35,284.57,263.52,21.049999999999997,0.07046880949161248,2023-04-29
0653DAA9,Bengaluru,252.37,272.15,252.38,19.77,0.07739031325554448,2023-04-29
0653DAA9,Bengaluru,245.59,267.53,246.86,20.669999999999998,0.07802228105603845,2023-04-30
344684B5,Kolkata,249.62,267.48,248.59,18.889999999999997,0.07162980622941771,2023-04-30
3F42A75F,Mumbai,262.44,282.87,262.16,20.709999999999997,0.07319406861833609,2023-04-30
7F6ACD62,Delhi,236.79,258.17,237.62,20.549999999999997,0.0769655438025557,2023-04-30
ACE43B7D,Chennai,265.02,285.05,265.44,19.610000000000003,0.06676558440258464,2023-04-30
7F6ACD62,Delhi,219.06,237.51,219.87,17.640000000000004,0.07165048124891495,2023-05-01
3F42A75F,Mumbai,239.86,255.42,238.39,17.03,0.0650409779752663,2023-05-01
ACE43B7D,Chennai,249.18,267.54,247.98,19.56,0.07479912068569573,2023-05-01
0653DAA9,Bengaluru,244.03,263.18,242.84,20.34,0.07626348357944569,2023-05-01
344684B5,Kolkata,245.15,264.5,244.18,20.320000000000007,0.07878956553906208,2023-05-01
0653DAA9,Bengaluru,237.53,256.23,237.61,18.62,0.07268215864840614,2023-05-02
344684B5,Kolkata,229.06,250.68,228.6,22.08,0.08508667371871716,2023-05-02
3F42A75F,Mumbai,254.95,276.16,254.46,21.7,0.07687989497081026,2023-05-02
7F6ACD62,Delhi,234.54,254.05,234.88,19.17,0.07372725503481206,2023-05-02
ACE43B7D,Chennai,234.35,251.85,233.74,18.11,0.07378387925031318,2023-05-02
7F6ACD62,Delhi,257.62,276.7,257.94,18.76,0.06788261477387045,2023-05-03
3F42A75F,Mumbai,271.95,294.38,272.71999999999997,21.66,0.07178078984504985,2023-05-03
ACE43B7D,Chennai,245.74,264.22,245.31,18.91,0.07132474057987476,2023-05-03
0653DAA9,Bengaluru,237.75,257.65,238.97,18.679999999999996,0.0761055983705858,2023-05-03
344684B5,Kolkata,243.89,262.92,243.73000000000002,19.189999999999998,0.07531951940855,2023-05-03
0653DAA9,Bengaluru,269.78,289.68,267.55,22.130000000000003,0.07920434488942026,2023-05-04
344684B5,Kolkata,238.24,255.99,237.6,18.389999999999997,0.07155223116853265,2023-05-04
3F42A75F,Mumbai,239.66,258.57,238.77,19.799999999999997,0.07347752259584393,2023-05-04
7F6ACD62,Delhi,244.69,266.63,244.72,21.91,0.07613172323884705,2023-05-04
ACE43B7D,Chennai,238.95,258.1,238.95,19.150000000000002,0.07575808035022487,2023-05-04
0653DAA9,Bengaluru,237.41,255.77,236.61,19.160000000000004,0.07564584192742053,2023-05-05
344684B5,Kolkata,230.02,246.66,229.78,16.879999999999995,0.06958059115286531,2023-05-05
3F42A75F,Mumbai,226.95,245.7,227.32,18.380000000000003,0.07217953732123351,2023-05-05
7F6ACD62,Delhi,238.89,256.18,238.4,17.78,0.07419265125783334,2023-05-05
ACE43B7D,Chennai,230.55,249.93,229.55,20.380000000000003,0.0823806262291042,2023-05-05
ACE43B7D,Chennai,236.0,254.35,235.24,19.109999999999996,0.07880315189398819,2023-05-06
7F6ACD62,Delhi,240.58,258.36,239.89000000000001,18.47,0.07144614608332205,2023-05-06
3F42A75F,Mumbai,241.53,261.43,241.67,19.759999999999998,0.07515513320488605,2023-05-06
344684B5,Kolkata,253.11,276.0,253.81,22.19,0.08008815872912066,2023-05-06
0653DAA9,Bengaluru,239.13,257.73,241.05,16.68,0.06715989505212208,2023-05-06
0653DAA9,Bengaluru,238.04,257.14,237.55,19.590000000000003,0.07559169564586313,2023-05-07
344684B5,Kolkata,234.44,257.2,234.67,22.53,0.08449530424362665,2023-05-07
3F42A75F,Mumbai,245.85,270.05,247.38,22.669999999999998,0.08079206904490287,2023-05-07
7F6ACD62,Delhi,249.72,272.89,250.34,22.55,0.08503280930700714,2023-05-07
ACE43B7D,Chennai,239.97,257.64,239.17,18.47,0.0737879549074334,2023-05-07
ACE43B7D,Chennai,232.57,253.09,232.08,21.01,0.08227809891779299,2023-05-08
7F6ACD62,Delhi,259.14,282.46,259.46999999999997,22.990000000000006,0.08197163147871238,2023-05-08
3F42A75F,Mumbai,257.61,278.38,257.88,20.500000000000004,0.07619601716895981,2023-05-08
344684B5,Kolkata,244.65,266.31,244.84,21.470000000000002,0.07818002561656355,2023-05-08
0653DAA9,Bengaluru,233.48,253.82,234.26,19.56,0.0759569454041207,2023-05-08
0653DAA9,Bengaluru,245.24,263.66,244.2,19.459999999999997,0.07090818335462898,2023-05-09
344684B5,Kolkata,246.87,264.97,246.54,18.43,0.07503285484705617,2023-05-09
3F42A75F,Mumbai,244.57,262.55,245.12,17.43,0.0663829656993207,2023-05-09
7F6ACD62,Delhi,243.06,261.52,243.16,18.36,0.0710368346919008,2023-05-09
ACE43B7D,Chennai,252.25,271.49,252.13,19.360000000000003,0.07080083155518518,2023-05-09
ACE43B7D,Chennai,238.3,255.85999999999999,238.15,17.71,0.07024981992089742,2023-05-10
7F6ACD62,Delhi,256.46,277.67,256.08,21.59,0.07999198852587328,2023-05-10
3F42A75F,Mumbai,259.32,279.0,260.37,18.63,0.06831750415175124,2023-05-10
344684B5,Kolkata,246.27,265.69,246.28,19.41,0.0703281637850864,2023-05-10
0653DAA9,Bengaluru,269.59,290.89,269.4,21.49,0.07293231219779521,2023-05-10
0653DAA9,Bengaluru,235.92,255.39,236.51,18.88,0.07314117433322904,2023-05-11
344684B5,Kolkata,270.67,291.02,270.25,20.77,0.07010022374479108,2023-05-11
3F42A75F,Mumbai,237.1,255.13,238.39,16.740000000000002,0.06991847652706133,2023-05-11
7F6ACD62,Delhi,245.68,263.95,245.06,18.89,0.07468839288675296,2023-05-11
ACE43B7D,Chennai,238.9,259.04,239.18,19.860000000000003,0.08127090387863871,2023-05-11
ACE43B7D,Chennai,257.69,279.14,256.08,23.06,0.08143104930747026,2023-05-12
7F6ACD62,Delhi,245.73,265.14,244.60999999999999,20.53,0.07718764353000934,2023-05-12
3F42A75F,Mumbai,257.63,276.92,257.13,19.79,0.07336251419617061,2023-05-12
344684B5,Kolkata,257.31,274.64,255.9,18.74,0.06786924980869104,2023-05-12
0653DAA9,Bengaluru,263.13,283.25,262.07,21.179999999999996,0.07608018607378829,2023-05-12
0653DAA9,Bengaluru,257.27,279.83,257.82,22.010000000000005,0.07591197219524322,2023-05-13
344684B5,Kolkata,259.09,278.48,259.01,19.470000000000002,0.06905125095481855,2023-05-13
3F42A75F,Mumbai,230.76,251.91,231.13,20.78,0.07930475891352302,2023-05-13
7F6ACD62,Delhi,264.27,287.09,264.16,22.929999999999996,0.07826528171706526,2023-05-13
ACE43B7D,Chennai,244.32,266.43,244.59,21.840000000000003,0.07931694497299793,2023-05-13
7F6ACD62,Delhi,245.24,264.61,246.44,18.169999999999998,0.06917001791616652,2023-05-14
3F42A75F,Mumbai,247.14,265.58,247.64000000000001,17.94,0.0709034715004178,2023-05-14
ACE43B7D,Chennai,229.28,247.16,230.37,16.79,0.06865828753292855,2023-05-14
0653DAA9,Bengaluru,232.54,247.13,231.93,15.2,0.06511523998069303,2023-05-14
344684B5,Kolkata,250.48,271.19,249.89,21.3,0.07286019971536618,2023-05-14
0653DAA9,Bengaluru,231.59,251.65,232.71,18.94,0.07663136589653681,2023-05-15
344684B5,Kolkata,230.51,251.2,230.01,21.19,0.07927499323700112,2023-05-15
3F42A75F,Mumbai,230.55,252.0,231.52,20.48,0.08154651063277807,2023-05-15
7F6ACD62,Delhi,229.67000000000002,249.41,229.16,20.249999999999996,0.07582079742091075,2023-05-15
ACE43B7D,Chennai,245.49,265.05,245.34,19.71,0.07448430079819847,2023-05-15
ACE43B7D,Chennai,242.68,261.26,241.32999999999998,19.930000000000003,0.07862412044001231,2023-05-16
7F6ACD62,Delhi,258.09,279.69,258.17,21.520000000000003,0.07997638787777085,2023-05-16
3F42A75F,Mumbai,240.82,260.31,239.34,20.97,0.0798524489704714,2023-05-16
344684B5,Kolkata,242.08,262.54,241.18,21.36,0.07694815245253012,2023-05-16
0653DAA9,Bengaluru,231.76,252.69,233.01,19.68,0.07842480863323947,2023-05-16
0653DAA9,Bengaluru,228.7,247.63,227.85,19.780000000000005,0.07673964246257667,2023-05-17
344684B5,Kolkata,240.35,257.67,240.91,16.760000000000005,0.06608445285340236,2023-05-17
3F42A75F,Mumbai,227.86,245.02,227.65,17.37,0.06892543866440208,2023-05-17
7F6ACD62,Delhi,238.51,256.66,237.87,18.789999999999996,0.0731277760223017,2023-05-17
ACE43B7D,Chennai,260.19,283.12,261.11,22.009999999999998,0.07356672931794135,2023-05-17
7F6ACD62,Delhi,254.45,272.89,254.4,18.49,0.07250274679497976,2023-05-18
3F42A75F,Mumbai,238.56,259.05,238.55,20.5,0.08154632752885922,2023-05-18
ACE43B7D,Chennai,222.5,241.93,222.96,18.970000000000002,0.07860234180845573,2023-05-18
0653DAA9,Bengaluru,248.25,266.16,247.17,18.990000000000002,0.07129925400415059,2023-05-18
344684B5,Kolkata,261.17,281.17,261.47,19.7,0.07468532299358056,2023-05-18
0653DAA9,Bengaluru,240.8,260.94,240.74,20.199999999999996,0.07824232855596853,2023-05-19
344684B5,Kolkata,255.09,276.48,254.11,22.37,0.07936352271823634,2023-05-19
3F42A75F,Mumbai,258.39,279.05,258.54,20.51,0.0725074952744477,2023-05-19
7F6ACD62,Delhi,238.99,258.69,239.2,19.49,0.07414104305766271,2023-05-19
ACE43B7D,Chennai,249.49,266.32,248.68,17.639999999999997,0.06821143334674479,2023-05-19
7F6ACD62,Delhi,255.64000000000001,276.03,254.99,21.039999999999996,0.07491464770011187,2023-05-20
3F42A75F,Mumbai,234.35999999999999,251.19,233.19,18.0,0.0730526450281254,2023-05-20
ACE43B7D,Chennai,250.77,273.73,250.31,23.420000000000005,0.08482648492273608,2023-05-20
0653DAA9,Bengaluru,266.34,285.74,267.39,18.350000000000005,0.06799247696770085,2023-05-20
344684B5,Kolkata,226.58,246.60999999999999,227.69,18.919999999999998,0.0783902558491633,2023-05-20
0653DAA9,Bengaluru,242.19,263.51,242.76,20.749999999999996,0.07498786518808892,2023-05-21
344684B5,Kolkata,249.9,270.41,249.68,20.730000000000004,0.07504582713759309,2023-05-21
3F42A75F,Mumbai,206.72,222.99,206.53,16.459999999999997,0.0737266866933671,2023-05-21
7F6ACD62,Delhi,230.87,246.58,229.97,16.61,0.0694722907187271,2023-05-21
ACE43B7D,Chennai,251.89,272.18,252.35,19.830000000000002,0.07374281403969214,2023-05-21
0653DAA9,Bengaluru,228.23,245.32,227.62,17.699999999999996,0.07448680147435773,2023-05-22
344684B5,Kolkata,235.13,255.05,235.35,19.700000000000003,0.07568431856407265,2023-05-22
3F42A75F,Mumbai,251.78,271.6,251.53,20.069999999999997,0.075530789609401,2023-05-22
7F6ACD62,Delhi,234.5,256.31,234.48,21.830000000000002,0.08121130280288565,2023-05-22
ACE43B7D,Chennai,259.0,280.16,258.36,21.799999999999997,0.07571081459779354,2023-05-22
ACE43B7D,Chennai,256.5,280.26,257.79,22.47,0.07743406243278432,2023-05-23
7F6ACD62,Delhi,254.63,275.71,255.74,19.97,0.07533021021282399,2023-05-23
3F42A75F,Mumbai,263.31,283.47,263.51,19.96,0.06878429064285317,2023-05-23
